From	To
Q03468	CCDS7229.1
P42681	CCDS3480.1
O15350	CCDS44049.1
O15350	CCDS44050.1
O15350	CCDS49.1
O15350	CCDS55566.1
O15350	CCDS55567.1
O15350	CCDS55568.1
O15350	CCDS55569.1
O15350	CCDS59965.1
O60391	CCDS32861.1
Q15072	CCDS12492.1
Q8N715	CCDS1537.1
O14986	CCDS65063.1
O14986	CCDS6624.1
Q9UEW8	CCDS42770.1
Q92817	CCDS11737.1
Q14197	CCDS11711.1
Q8N3A8	CCDS3954.1
Q8N3A8	CCDS54849.1
O75342	CCDS11129.1
P52848	CCDS34277.1
P52848	CCDS75358.1
P51825	CCDS3616.1
P51825	CCDS54775.1
P51825	CCDS93557.1
Q9BT49	CCDS13787.1
Q13702	CCDS7936.1
Q13702	CCDS7937.1
A0A096LP49	CCDS78462.1
Q63ZE4	CCDS41661.1
O95342	CCDS46444.1
Q92830	CCDS11417.1
Q9UMS4	CCDS7995.1
P17040	CCDS41300.1
P08195	CCDS31589.1
P08195	CCDS31590.1
P08195	CCDS8039.2
O95258	CCDS14623.1
O95258	CCDS14624.1
O95258	CCDS76020.1
P54764	CCDS2447.1
P13807	CCDS12747.1
P13807	CCDS54292.1
O00124	CCDS75723.1
O00124	CCDS75724.1
O00124	CCDS75725.1
Q6PD74	CCDS42050.1
Q6PD74	CCDS61679.1
Q86UN2	CCDS45569.1
P35221	CCDS34243.1
P35221	CCDS75315.1
M0QZC1	CCDS74477.1
Q96CM8	CCDS11567.1
Q96CM8	CCDS74103.1
Q96CM8	CCDS74104.1
P22087	CCDS12545.1
Q9BSA4	CCDS32717.1
Q9BSA4	CCDS45770.1
Q6UWP2	CCDS11315.2
Q13114	CCDS55946.1
Q13114	CCDS9975.1
P30926	CCDS10306.1
P30926	CCDS58392.1
P35236	CCDS1422.1
P35236	CCDS1423.3
Q86T03	CCDS41911.1
Q86T03	CCDS9551.1
Q8N8V2	CCDS720.1
O95948	CCDS42440.1
P28289	CCDS6726.1
O95398	CCDS31784.1
O95398	CCDS41775.1
Q9BZF1	CCDS31862.1
Q9BZF1	CCDS41814.1
Q9NVN8	CCDS14360.1
O60524	CCDS9694.1
P46597	CCDS14117.1
P46597	CCDS55364.1
P04733	CCDS32456.1
O00442	CCDS44178.1
O00442	CCDS768.1
Q9H4G0	CCDS13271.1
Q9H4G0	CCDS13272.1
Q9H4G0	CCDS58770.1
Q9NPI6	CCDS46847.2
Q9NPI6	CCDS74946.1
Q64LD2	CCDS32157.1
Q9NT68	CCDS93818.1
Q5XKE5	CCDS8839.1
Q8NEE6	CCDS5726.1
P78552	CCDS14573.1
Q5T0W9	CCDS34479.1
Q9UGI6	CCDS1072.1
Q9UGI6	CCDS30880.1
Q9UGI6	CCDS91063.1
P11388	CCDS45672.1
Q6WCQ1	CCDS32578.1
Q6WCQ1	CCDS42268.1
Q96SQ9	CCDS12573.1
Q9UPU3	CCDS7558.1
Q9BQG1	CCDS12798.1
P19801	CCDS43679.1
P19801	CCDS64797.1
Q6IV72	CCDS34773.1
Q7L2E3	CCDS2759.1
O15382	CCDS12735.1
O15382	CCDS54290.1
Q9H9Y6	CCDS2097.1
Q9H9Y6	CCDS46395.1
Q9H9Y6	CCDS62988.1
Q9H9Y6	CCDS62989.1
Q9H9Y6	CCDS62990.1
P49895	CCDS30722.1
P49895	CCDS41339.1
P49895	CCDS41340.1
P49895	CCDS53320.1
P49895	CCDS81328.1
P55198	CCDS11327.1
Q5D862	CCDS30861.1
A0A3B3IT52	CCDS93835.1
Q9UK05	CCDS73118.1
Q6PL18	CCDS6343.1
Q13515	CCDS33859.1
P36894	CCDS7378.1
O14684	CCDS6927.1
O43903	CCDS7858.1
Q9H3Y0	CCDS13329.1
Q6UVM3	CCDS1384.1
Q6UVM3	CCDS72994.1
Q6UVM3	CCDS72995.1
Q9BZJ8	CCDS801.1
O75937	CCDS41292.1
Q24JP5	CCDS44618.1
Q24JP5	CCDS7997.1
Q6NUN9	CCDS55180.1
Q6NUN9	CCDS5897.1
Q8IYY4	CCDS3096.1
Q8IYY4	CCDS54645.1
Q92989	CCDS44600.1
Q92989	CCDS7964.1
P62995	CCDS33905.1
P62995	CCDS58872.1
Q14934	CCDS45089.1
Q14934	CCDS55909.1
Q14934	CCDS55910.1
Q14934	CCDS55911.1
Q14934	CCDS73625.1
Q14934	CCDS86379.1
Q14934	CCDS86380.1
Q14934	CCDS9629.1
O75344	CCDS43595.1
O75344	CCDS47604.1
O75344	CCDS64670.1
Q9BW04	CCDS1475.1
Q9BW04	CCDS44306.1
A6NDY2	CCDS94255.1
Q8NA72	CCDS47236.1
Q8NA72	CCDS47237.1
Q8WVB6	CCDS45371.1
Q13563	CCDS3627.1
Q9H706	CCDS11905.1
Q9H706	CCDS56057.1
Q5SQI0	CCDS4683.2
Q5SQI0	CCDS54978.1
Q5SQI0	CCDS59002.1
Q5SQI0	CCDS83072.1
Q5SQI0	CCDS83073.1
P58499	CCDS13671.1
P58499	CCDS42930.1
Q6ZN01	CCDS12730.1
Q6ZN01	CCDS46137.1
Q6ZN01	CCDS74415.1
P0C0L4	CCDS47404.1
P0C0L4	CCDS59005.1
Q9ULC8	CCDS13776.1
Q9ULC8	CCDS54502.1
Q9UNE7	CCDS10419.1
Q9UNE7	CCDS76797.1
O14905	CCDS11506.1
P07996	CCDS32194.1
O15304	CCDS9992.1
O15304	CCDS9993.1
P54198	CCDS13759.1
P78396	CCDS45031.1
Q9H2H8	CCDS2332.1
Q9H2H8	CCDS2333.1
Q7L3V2	CCDS13769.1
O94913	CCDS44689.1
Q8N1E6	CCDS8509.1
Q15884	CCDS6629.1
Q15884	CCDS87658.1
Q68CQ4	CCDS1493.1
Q9BYJ9	CCDS13511.1
Q96E09	CCDS6623.3
Q7Z7K6	CCDS32575.1
Q8IYX4	CCDS4236.1
P61599	CCDS13141.1
P61599	CCDS13142.1
Q9H488	CCDS13198.1
Q9H488	CCDS13199.1
Q8IYX3	CCDS13791.1
Q8IYX3	CCDS87008.1
P48651	CCDS6271.1
Q8N196	CCDS12673.1
Q6T4R5	CCDS14181.1
Q6T4R5	CCDS48087.1
Q6T4R5	CCDS94562.1
Q96IY4	CCDS9401.1
Q5T848	CCDS31166.1
Q05639	CCDS13522.1
Q99700	CCDS81738.1
Q9UN37	CCDS45517.1
O60711	CCDS53635.1
O60711	CCDS7969.1
Q96KV7	CCDS42092.1
Q96F45	CCDS7350.1
Q9Y487	CCDS9254.1
Q13555	CCDS73153.1
Q13555	CCDS7336.1
Q13555	CCDS7337.1
Q13555	CCDS7338.1
Q13555	CCDS91267.1
Q13555	CCDS91269.1
P0C7V8	CCDS59162.1
P78356	CCDS11329.1
Q2KHM9	CCDS42247.1
Q2KHM9	CCDS86564.1
Q96DV4	CCDS11733.2
P30203	CCDS58137.1
P30203	CCDS58138.1
P30203	CCDS7999.1
Q701N4	CCDS31331.1
Q8J025	CCDS11849.1
Q15418	CCDS284.1
Q15418	CCDS30649.1
Q15418	CCDS81286.1
O00444	CCDS3735.1
O00444	CCDS54803.1
O00444	CCDS54804.1
Q9Y2H9	CCDS32921.1
Q14534	CCDS47918.1
P07332	CCDS10365.1
P07332	CCDS45349.1
P07332	CCDS45350.1
P07332	CCDS45351.1
P61916	CCDS32121.1
P61916	CCDS91904.1
P47944	CCDS42165.1
P13612	CCDS42788.1
P13612	CCDS82540.1
P02652	CCDS1226.1
Q9H832	CCDS11540.2
P01303	CCDS5387.1
Q9GZS9	CCDS10919.1
A8K4G0	CCDS11700.2
Q8NH60	CCDS31370.1
A6NFQ2	CCDS34769.1
A6NFQ2	CCDS47735.2
A6NFQ2	CCDS87559.1
P32320	CCDS210.1
Q8NEZ3	CCDS47042.1
P19224	CCDS2507.1
P19224	CCDS2508.1
Q8TBJ5	CCDS2897.1
Q96M29	CCDS10542.1
P26367	CCDS31451.1
P26367	CCDS31452.1
P05141	CCDS14578.1
Q15554	CCDS10879.2
Q5SZD1	CCDS55018.1
Q8NA57	CCDS9031.1
Q3KP66	CCDS44292.1
P29376	CCDS10077.1
P29376	CCDS10078.1
P29376	CCDS45237.1
Q8NCW0	CCDS10483.1
Q8NCW0	CCDS10484.1
Q8NCW0	CCDS58412.1
Q8NCW0	CCDS58413.1
Q6P3W2	CCDS7873.2
Q6ZVT6	CCDS33776.1
P08319	CCDS34032.1
P08319	CCDS77942.1
O95235	CCDS4199.1
O94973	CCDS44512.1
O94973	CCDS73234.1
Q07075	CCDS3691.1
O15231	CCDS48184.1
O15231	CCDS55528.1
O15231	CCDS55529.1
O15231	CCDS55530.1
O15231	CCDS55531.1
O15231	CCDS55532.1
O15231	CCDS69832.1
Q9H714	CCDS31970.2
Q9H714	CCDS66542.1
Q9H714	CCDS66543.1
Q9H714	CCDS66545.1
Q86U44	CCDS32044.1
O60812	CCDS30591.1
Q6ZUX3	CCDS1769.2
Q9H0L4	CCDS7245.1
P35443	CCDS4049.1
Q6ZMR3	CCDS7841.1
Q15782	CCDS30802.1
Q15782	CCDS30803.1
Q15782	CCDS41367.1
Q9HDD0	CCDS3303.3
P35555	CCDS32232.1
Q70CQ3	CCDS9123.2
Q93086	CCDS11034.1
Q93086	CCDS11035.1
Q93086	CCDS56014.1
Q93086	CCDS56015.1
O60890	CCDS14388.1
P37275	CCDS44370.1
P37275	CCDS53505.1
P37275	CCDS53506.1
P37275	CCDS53507.1
P37275	CCDS7169.1
P12980	CCDS12292.1
Q8N6T7	CCDS12122.1
Q8N6T7	CCDS54199.1
Q13219	CCDS6813.1
Q9BUF5	CCDS11858.1
P32321	CCDS34108.1
P32321	CCDS3831.1
Q96KS0	CCDS12567.1
Q8WY21	CCDS7559.1
Q9GZQ3	CCDS6436.1
Q92665	CCDS9372.1
Q96JY6	CCDS34860.1
Q96JY6	CCDS34861.1
Q96JY6	CCDS6032.2
Q96JY6	CCDS94264.1
Q9BUB4	CCDS10922.1
O75764	CCDS44086.1
Q6L8H4	CCDS31330.1
Q14696	CCDS32308.1
O00327	CCDS44543.1
O00327	CCDS73259.1
Q92618	CCDS74234.1
C9JLW8	CCDS45814.1
Q6PF04	CCDS12844.1
Q6PF04	CCDS33089.1
Q15714	CCDS31966.1
Q15714	CCDS58291.1
Q15714	CCDS9392.1
O96008	CCDS12646.1
Q8TCT9	CCDS13182.1
Q8TCT9	CCDS13183.1
Q8TCT9	CCDS42861.1
P19174	CCDS13313.1
P19174	CCDS13314.1
Q14643	CCDS46740.2
Q14643	CCDS54550.1
Q14643	CCDS54551.1
Q14643	CCDS93191.1
Q01974	CCDS6691.1
P10451	CCDS34027.1
P10451	CCDS3626.1
P10451	CCDS43250.1
P10645	CCDS9906.1
Q96M96	CCDS8727.1
P07357	CCDS606.1
O43819	CCDS14095.1
O43291	CCDS12510.1
O43291	CCDS54261.1
A0PK00	CCDS41852.1
Q9HC98	CCDS48015.1
Q9HC98	CCDS55338.1
Q9HC98	CCDS55339.1
Q9HC98	CCDS6854.1
Q9BR09	CCDS13384.1
Q9NQX5	CCDS7024.1
Q13576	CCDS34188.1
Q13576	CCDS68897.1
Q13576	CCDS68898.1
Q15334	CCDS32586.1
Q8TE76	CCDS14525.2
Q8TE76	CCDS48146.1
P46100	CCDS14434.1
P46100	CCDS14435.1
O75531	CCDS8125.1
Q99965	CCDS34884.1
Q99965	CCDS64882.1
O60281	CCDS47457.1
O95436	CCDS3435.1
O95436	CCDS54750.1
O14654	CCDS14544.1
Q8N119	CCDS7647.1
Q07065	CCDS9103.1
Q04671	CCDS10020.1
Q04671	CCDS73701.1
A1A519	CCDS43353.1
A1A519	CCDS54889.1
A1A519	CCDS93765.1
O94916	CCDS10881.1
O94916	CCDS45518.1
O94916	CCDS45519.1
P38567	CCDS5790.1
P38567	CCDS5791.1
Q8WV16	CCDS41968.2
Q8WV16	CCDS55926.1
Q8WV16	CCDS9809.1
Q8WV16	CCDS9810.1
Q96SM3	CCDS13033.1
Q96CW9	CCDS6946.1
Q86UQ4	CCDS47584.1
P21453	CCDS777.1
Q03167	CCDS30770.1
Q03167	CCDS55614.1
O14990	CCDS87739.1
O43294	CCDS10713.1
O43294	CCDS42156.1
Q7L7V1	CCDS7652.1
P11226	CCDS7247.1
Q6GTX8	CCDS12891.1
Q6GTX8	CCDS12892.1
Q6GTX8	CCDS74448.1
O43763	CCDS1947.1
Q9UGL9	CCDS1012.1
P78426	CCDS3607.1
P46821	CCDS4012.1
Q13510	CCDS47813.1
Q13510	CCDS6005.1
Q13510	CCDS6006.1
Q8N7X8	CCDS12827.1
P19338	CCDS33397.1
P15509	CCDS35190.1
P15509	CCDS35191.1
P15509	CCDS35192.1
P15509	CCDS35193.1
P15509	CCDS55359.1
P15509	CCDS55360.1
Q9H0D2	CCDS46133.2
P56715	CCDS6160.1
Q9BZ76	CCDS6616.1
Q96HL8	CCDS42646.2
Q96HL8	CCDS54332.1
Q96HL8	CCDS62841.1
Q96HL8	CCDS62842.1
Q9BRN9	CCDS10392.1
Q9BRN9	CCDS10393.1
Q2TBA0	CCDS2703.1
A0A1B0GUU1	CCDS86598.1
Q9P2D0	CCDS34490.1
Q14678	CCDS34976.1
Q14678	CCDS6441.1
Q01362	CCDS7980.1
Q8TB40	CCDS9572.1
Q92764	CCDS11394.2
Q04721	CCDS908.1
Q9GZU3	CCDS351.2
Q8N9V6	CCDS1913.1
Q8N9V6	CCDS46321.1
P21980	CCDS13302.1
Q13617	CCDS55709.1
Q13617	CCDS7179.1
O14827	CCDS4052.1
Q68D51	CCDS58018.1
Q68D51	CCDS875.1
Q9Y2V3	CCDS11972.1
P57103	CCDS35498.1
P57103	CCDS41967.1
P57103	CCDS45131.1
P57103	CCDS53904.1
P57103	CCDS9799.1
P57103	CCDS9800.1
P0C7P3	CCDS45650.1
O43307	CCDS35315.1
O43307	CCDS55429.1
O43307	CCDS55430.1
P50406	CCDS197.1
P60323	CCDS42511.1
Q6ZN66	CCDS723.1
Q9BQ66	CCDS32649.1
Q5RHP9	CCDS30755.1
Q99616	CCDS11281.1
A6PVS8	CCDS41350.1
P00326	CCDS54780.1
Q96RL1	CCDS4408.1
Q96RL1	CCDS83050.1
P02749	CCDS11663.1
P31327	CCDS2393.1
O60909	CCDS506.1
O60909	CCDS55596.1
O94772	CCDS47926.1
O94772	CCDS6396.1
O15162	CCDS3135.1
O15162	CCDS87152.1
Q9Y592	CCDS41820.1
P07438	CCDS10765.1
Q9P242	CCDS46529.1
P16615	CCDS9143.1
P16615	CCDS9144.1
O95218	CCDS659.1
O95218	CCDS660.1
Q16534	CCDS11585.1
Q16534	CCDS82164.1
P55286	CCDS10802.1
Q8NBF1	CCDS582.1
P17535	CCDS32959.1
P61968	CCDS713.1
Q96DS6	CCDS7984.1
Q96J88	CCDS31964.1
Q96J88	CCDS81765.1
Q96J88	CCDS9387.1
P46063	CCDS31756.1
Q0VG06	CCDS32765.2
Q08999	CCDS10748.1
P12268	CCDS2786.1
Q5JX69	CCDS33494.1
O15067	CCDS11136.1
Q8TD19	CCDS9839.1
Q96DM1	CCDS10033.1
Q9P2E5	CCDS34779.1
Q76N89	CCDS5469.2
Q76N89	CCDS69286.1
P41229	CCDS14351.1
P41229	CCDS55417.1
P41229	CCDS65269.1
P41229	CCDS87747.1
P16949	CCDS269.1
P16949	CCDS44090.1
P13640	CCDS10766.1
P13640	CCDS76873.1
P13232	CCDS56541.1
P13232	CCDS6224.1
Q13541	CCDS6100.1
P02533	CCDS11400.1
Q5RKV6	CCDS10887.1
Q9BYQ7	CCDS92305.1
Q8N339	CCDS42166.1
Q9BZJ4	CCDS11482.1
Q9BZJ4	CCDS45700.1
Q658P3	CCDS2125.1
Q658P3	CCDS42738.1
Q8IYB3	CCDS255.1
Q569K4	CCDS46463.1
Q569K4	CCDS46464.1
Q7Z7H8	CCDS11516.1
Q7Z7H8	CCDS11517.1
Q9H2Y7	CCDS32208.1
Q9H2Y7	CCDS61603.1
Q9NZJ5	CCDS33241.1
P51814	CCDS14279.1
O95197	CCDS41664.1
O95197	CCDS58141.1
O95197	CCDS58142.1
O95197	CCDS58143.1
O95197	CCDS8048.1
O95197	CCDS8049.1
O95197	CCDS8050.1
Q5TA82	CCDS1018.1
P49758	CCDS55924.1
P49758	CCDS91897.1
P49758	CCDS9808.1
Q9NZP8	CCDS8573.1
P50453	CCDS4478.1
Q16526	CCDS9112.1
Q9H665	CCDS12472.1
Q9H665	CCDS86751.1
P09544	CCDS5771.1
Q14254	CCDS11245.2
Q14CM0	CCDS35201.1
Q14694	CCDS45537.1
Q14694	CCDS62004.1
Q9UGI0	CCDS7642.1
Q9UC06	CCDS13812.1
Q9BXB4	CCDS3033.1
Q5T752	CCDS1025.1
Q9GZK4	CCDS4660.1
Q4LE39	CCDS31060.1
Q4LE39	CCDS31061.1
Q9NSA2	CCDS14314.1
Q9UKS7	CCDS2395.1
Q9UKS7	CCDS46507.1
O43795	CCDS2311.1
O43795	CCDS46477.1
Q6P499	CCDS30631.1
Q6P499	CCDS81280.1
Q6P499	CCDS81282.1
Q6IEV9	CCDS31503.1
O00622	CCDS706.1
A0A286YEV6	CCDS92955.1
P31271	CCDS5412.1
Q8N135	CCDS12444.1
Q9H6R3	CCDS9022.1
P35663	CCDS35341.1
Q6ZNG1	CCDS12856.1
Q12794	CCDS2816.1
Q12794	CCDS2817.1
Q12794	CCDS46832.1
Q12794	CCDS46833.1
Q6ZWK6	CCDS3520.1
Q5JRA6	CCDS41470.1
Q5JRA6	CCDS73035.1
Q8IWU2	CCDS5654.1
P35251	CCDS3450.1
P35251	CCDS56329.1
Q6UWB1	CCDS12303.1
O14777	CCDS11827.1
P30307	CCDS4202.1
P30307	CCDS4203.1
Q9H1Y3	CCDS31072.1
Q96C24	CCDS14472.1
Q96MP5	CCDS13381.1
P10515	CCDS8354.1
P13928	CCDS73121.1
P13928	CCDS73122.1
Q7Z614	CCDS10744.1
Q7Z614	CCDS10745.1
Q7Z614	CCDS45481.1
O43847	CCDS41335.1
O43847	CCDS559.1
Q6ZRS2	CCDS10689.2
O75815	CCDS58010.1
O75815	CCDS745.1
O75815	CCDS76181.1
P24592	CCDS8846.1
P08582	CCDS3325.1
P08582	CCDS3326.1
O43586	CCDS45312.1
O43586	CCDS81910.1
O75530	CCDS76463.1
O75530	CCDS8273.1
Q15878	CCDS53443.1
Q15878	CCDS55664.1
Q15878	CCDS55665.1
Q12968	CCDS10860.1
Q12968	CCDS10861.1
Q12968	CCDS10862.1
Q10571	CCDS42998.1
Q8IUC0	CCDS13590.2
A0A1B0GUW6	CCDS92248.1
P51684	CCDS5298.1
Q9Y2H6	CCDS41886.1
Q9Y2H6	CCDS9413.2
O43290	CCDS31611.1
O15145	CCDS9146.1
Q9Y624	CCDS1213.1
Q9Y624	CCDS86026.1
Q9H4L5	CCDS47564.1
Q9H4L5	CCDS5390.1
Q9H4L5	CCDS5391.1
Q9H4L5	CCDS5392.1
Q9NX14	CCDS14273.1
Q9NX14	CCDS48100.1
Q8IU57	CCDS248.1
Q8IU57	CCDS249.1
Q8IU57	CCDS250.1
P60412	CCDS42962.1
Q96RQ9	CCDS12786.1
Q96RQ9	CCDS12787.1
Q15078	CCDS11273.1
Q9UM07	CCDS180.1
O96018	CCDS12110.1
P01906	CCDS4753.1
Q6UW60	CCDS12069.2
O15164	CCDS47720.1
O15164	CCDS5847.1
Q53QZ3	CCDS2184.1
Q30154	CCDS4751.1
Q9UNH5	CCDS769.1
Q9UNH5	CCDS770.1
Q9UNH5	CCDS771.1
Q9UNH5	CCDS86000.1
O75095	CCDS41237.1
Q9UGP5	CCDS7513.1
Q9UGP5	CCDS76332.1
Q9Y5T5	CCDS13583.1
Q9Y5T5	CCDS42912.1
P08174	CCDS31006.1
P08174	CCDS44307.1
P08174	CCDS86046.1
P08174	CCDS86047.1
P51449	CCDS1004.1
P51449	CCDS30856.1
Q9HAU5	CCDS7086.1
P78332	CCDS2809.1
P78332	CCDS54586.1
P52736	CCDS13134.1
P52736	CCDS63233.1
P52736	CCDS63234.1
P52736	CCDS74703.2
Q9NRW7	CCDS60244.1
Q9NRW7	CCDS944.1
Q5GH76	CCDS34893.1
Q9H156	CCDS14680.1
Q8TBA6	CCDS9905.1
O75783	CCDS10418.1
O75783	CCDS61779.1
Q13886	CCDS6633.1
Q9BYQ5	CCDS54125.1
Q8N4L2	CCDS6252.1
Q9H6X4	CCDS41678.1
Q9H6X4	CCDS8167.1
P22532	CCDS30864.1
Q8NHA4	CCDS34696.1
P20908	CCDS6982.1
P20908	CCDS75932.1
O75069	CCDS30984.1
O75069	CCDS55676.1
O75069	CCDS73010.1
O75069	CCDS76257.1
Q5M9Q1	CCDS34353.1
Q9H5I5	CCDS11850.2
Q9H5I5	CCDS92435.1
Q8NCT3	CCDS43570.1
Q8NCT3	CCDS47573.1
Q8NCT3	CCDS56482.1
Q8NCT3	CCDS56483.1
Q8NCT3	CCDS56484.1
O95450	CCDS34311.1
O95450	CCDS4444.1
Q9ULB5	CCDS11993.1
Q16880	CCDS3705.1
Q15785	CCDS13340.1
P26371	CCDS53677.1
Q9GZV3	CCDS2074.1
O94952	CCDS44989.1
O94952	CCDS9184.1
P15813	CCDS1173.1
Q8WWI5	CCDS6763.1
Q8WWI5	CCDS75868.1
Q8WWI5	CCDS83390.1
Q8WVP7	CCDS5945.1
Q32MK0	CCDS10723.2
Q32MK0	CCDS76861.1
Q3LXA3	CCDS8003.1
Q06033	CCDS46845.1
Q8NHZ8	CCDS6790.1
P05106	CCDS11511.1
O75197	CCDS8181.1
O00548	CCDS5313.1
P22079	CCDS32689.1
P22079	CCDS54149.1
O43559	CCDS4860.1
O00757	CCDS6711.1
P20930	CCDS30860.1
O75563	CCDS5400.1
Q7Z5Q5	CCDS3360.1
P47898	CCDS5936.1
Q9BZM3	CCDS3494.1
O15111	CCDS7488.1
Q2MKA7	CCDS41304.1
Q2MKA7	CCDS55590.1
Q2MKA7	CCDS55591.1
P34130	CCDS12754.1
Q9H063	CCDS6416.1
P78346	CCDS44458.1
P78346	CCDS7411.1
Q3LI59	CCDS13605.1
Q9H2M9	CCDS31028.1
P0C2W1	CCDS46985.1
O00139	CCDS3980.2
O00139	CCDS47216.1
O00139	CCDS58949.2
Q6ZU45	CCDS91118.1
P78540	CCDS9785.1
Q86TG1	CCDS1982.1
Q86TG1	CCDS33233.1
Q9NPB1	CCDS32581.1
Q9NXF7	CCDS3423.1
Q9NQB0	CCDS53577.1
Q9NQB0	CCDS53578.1
Q9NQB0	CCDS55729.1
Q9NQB0	CCDS7576.1
Q9NQB0	CCDS86148.1
Q9NQB0	CCDS91348.1
P04439	CCDS34373.1
Q96CW5	CCDS66584.1
Q96CW5	CCDS9525.1
P35318	CCDS7801.1
Q9P1Z3	CCDS1108.1
O95190	CCDS58372.1
P46531	CCDS43905.1
Q4VNC1	CCDS3304.2
P12883	CCDS9601.1
Q53GG5	CCDS3844.1
Q53GG5	CCDS47172.1
Q8IZA3	CCDS3064.1
Q8IZA3	CCDS77815.1
Q5TA77	CCDS1016.1
Q7Z2X4	CCDS2471.1
Q7Z2X4	CCDS42830.1
Q7Z2X4	CCDS82577.1
Q7Z2X4	CCDS82578.1
Q14CX5	CCDS7535.1
E7ERA6	CCDS53257.1
Q96GE6	CCDS66808.1
Q96GE6	CCDS92031.1
P32929	CCDS53333.1
P32929	CCDS650.1
P32929	CCDS651.1
P34982	CCDS11019.1
Q92558	CCDS5080.1
Q96LL9	CCDS5556.1
Q5T4F4	CCDS31262.1
Q5T4F4	CCDS31263.1
Q5T4F4	CCDS31264.1
Q5T4F4	CCDS53562.1
Q5T4F4	CCDS53563.1
Q5T4F4	CCDS53564.1
Q5T4F4	CCDS53565.1
Q9Y661	CCDS53995.1
O75351	CCDS11983.1
Q8NCG7	CCDS47536.1
Q8NCG7	CCDS5350.1
Q9NQ88	CCDS8525.1
A4D1U4	CCDS47726.1
O00144	CCDS5548.1
Q8WTR8	CCDS33068.1
Q8NFA0	CCDS32697.1
Q9NRL3	CCDS12690.1
Q9NRL3	CCDS42581.1
P80297	CCDS10768.1
Q9Y2H0	CCDS13274.1
Q9Y2H0	CCDS13275.1
Q9Y2H0	CCDS93034.1
A2A3K4	CCDS6707.1
A2A3K4	CCDS6708.1
Q9H5X1	CCDS10189.1
Q9H5X1	CCDS45278.1
P19827	CCDS2864.1
P19827	CCDS54595.1
Q9UBL6	CCDS10980.1
Q9UBL6	CCDS10981.1
O14640	CCDS22.1
O14640	CCDS81252.1
Q15404	CCDS31157.1
Q15404	CCDS7112.1
Q9HBZ2	CCDS32307.1
O15265	CCDS43102.1
O15265	CCDS46861.2
O15265	CCDS54603.1
Q76LX8	CCDS6970.1
Q76LX8	CCDS6971.1
Q76LX8	CCDS6972.1
P62910	CCDS2614.1
P08833	CCDS5504.1
Q6L8H2	CCDS41591.1
Q9H4M7	CCDS12737.1
Q9H4M7	CCDS54291.1
Q96MS0	CCDS44755.1
P52823	CCDS6043.1
P22059	CCDS7974.1
O15400	CCDS5153.1
O15400	CCDS87441.1
Q16352	CCDS7545.1
Q92832	CCDS44555.1
Q92832	CCDS7855.1
Q96FV3	CCDS47346.2
Q96FV3	CCDS54952.1
Q5TCM9	CCDS1011.1
Q5H9L2	CCDS35356.1
P19012	CCDS11398.1
O43174	CCDS7426.1
O43174	CCDS7427.1
Q8NC56	CCDS47411.1
Q8NC56	CCDS4785.1
Q9ULX6	CCDS46005.1
Q9ULX6	CCDS77249.1
O75027	CCDS14428.1
O75027	CCDS65290.1
O75027	CCDS65291.1
P42898	CCDS137.1
P42898	CCDS81262.1
Q9NPH5	CCDS44695.1
Q9NPH5	CCDS44696.1
Q9NPH5	CCDS73361.1
Q9NPH5	CCDS8285.1
P0CI25	CCDS8287.1
Q96QU6	CCDS7907.1
Q03188	CCDS47063.1
Q9NSA0	CCDS76425.1
Q9NSA0	CCDS8074.1
Q8TAB3	CCDS43976.1
Q8TAB3	CCDS48141.1
Q8TAB3	CCDS55462.1
Q9BVT8	CCDS5920.1
Q96BA8	CCDS53620.1
Q5VT52	CCDS44216.1
Q5VT52	CCDS72907.1
Q9UD57	CCDS59221.1
P49590	CCDS4238.1
P49590	CCDS64267.1
O43364	CCDS5403.1
Q13009	CCDS13609.1
Q6P2P2	CCDS3771.1
Q02556	CCDS10956.1
Q8N7X2	CCDS48065.1
Q8N7X2	CCDS59156.1
Q8N7X2	CCDS75940.1
O75607	CCDS7519.1
Q8IX30	CCDS4800.1
B2RU33	CCDS45835.1
Q93045	CCDS43748.1
Q93045	CCDS56542.1
Q15080	CCDS13934.1
Q15080	CCDS13935.1
P11274	CCDS13806.1
P11274	CCDS13807.1
Q13825	CCDS6689.1
Q13825	CCDS78409.1
Q15154	CCDS47812.1
Q15154	CCDS83255.1
Q15154	CCDS83256.1
Q15154	CCDS87582.1
Q9HBF4	CCDS41969.1
Q9HBF4	CCDS61498.1
Q9HBF4	CCDS9811.1
Q8TDF5	CCDS12000.1
Q8TDF5	CCDS42444.1
Q8NHB8	CCDS33804.1
Q9NZH6	CCDS2103.1
Q9NZH6	CCDS2104.1
Q9NZH6	CCDS2105.1
Q9NZH6	CCDS2106.1
Q9NZH6	CCDS2107.1
P02795	CCDS10763.1
Q9Y5X5	CCDS3552.1
Q9Y5X5	CCDS47072.1
Q7Z4N2	CCDS10024.2
Q7Z4N2	CCDS58345.1
Q7Z4N2	CCDS58346.1
Q7Z4N2	CCDS58347.1
O43572	CCDS11214.1
Q07627	CCDS42324.1
Q8N720	CCDS34695.1
Q8N720	CCDS47655.1
Q8N720	CCDS5669.1
Q8N720	CCDS5670.1
P49913	CCDS2762.3
O95447	CCDS13665.1
P30542	CCDS1434.1
P59542	CCDS8640.1
O43561	CCDS10647.1
O43561	CCDS32425.1
O43561	CCDS45455.1
